5449,7661,1107,9787,6813
1921,6065,5138,3541,1563
9696,3790
5601,1552,3634,3570,217
2416,593,2226,1686,6522
4417,4079,2672,5682,1939
6944,6602,4907,9980
4081,4562,536,8795,7358
9760,6590
4473,1362,7650,5431
6782,3340,3654,9647
1832,2546,6165,566,1180
44,4178,2613,6136,2556
7779,7780,8714,3856,3902
65,7974,1257,2474,7445
8768,5248,7724,7090,8477
6466,3112,7597,7603,6330
1250,9608,877,2167,696
6371,5036,8236,3567,1852
192,5094,1480,6002,4670
4856,2870,4614
2148,8774,9031,1609,9068
3491,5775
3276,399,657,1843,8341
7783,3253,8250,1694,1791
9449,3885,3054
5351,8330,7180,4701,8830
4129,8475,3251,3959
3337,9699,6086,9198
2917,3497,1359,180,1946
5262,977,2005,6301,8607
7792,3099,7773,3294
4192,6968,1930
8624,8850,2651,3680
4960,1676,3414,9213,2046
4071,8079,8628,8212,5882
3585,2241,7878,2898,7067
2164,3954,284,3760
9604,3467,4336,8404,4186
7850,1968,6392,5758,8447
6400,4994,7589,3913,5055
9765,9638,9262,754,8922
7362,5125,2727,1002,826
872,1931,8364,365,6485
9808,5052,1679
8481,4679,3794,8722,93
672,8583,3500,2805,2553
7389,5013,7894,5919
3522,8,4491,2040,6874
6330,4206,8143,6259,3034
448,2020,7241,3800,6686
1169,6123,7291
2916,3534,9815
9891,910,4078,4019,6646
7978,7268,8778,4191
8040,5133,8767,3902,7711
1667,6803,4404,9688,6009
936
641,7842,6282,4815,3221
8368,3335
8139,9746,6228,7608,3292
7753,6275,6743
7921,9082
6182,8643,8700,1686
3913,5100,3501,4921,9978
4426,144,9906,6966,9087
7473,5858
7824,621,7549,5406
2499,2084,2974
3589,421,9166,6962,4254
9528,5545,6453,6359
1989,1062,3989,3447,9916
7512,2112,8102,6254
2714,9044,6006
5176,6609,506,6486
1483,2255,2160,9115,2780
3234,4834,7236,7601,7926
134,2504,42,2700,7668
7946,7821,2705,531,4628
7122,9298,7876,3879
9641,7211,1579,429,3063
5922,3908,549,3915,6540
4042,9266,4853,4247,60
5568,6826,4109,8850,6462
3233,4887,6523,5404,8894
4736,447
5031,9842,6846,6415
3744,3365,9638,891,3485
1826,5124,2918,5384,9403
547,9998,3472,7825,6334
1639,332,4341,5816,5788
8820,8627,7348,7847
6530,7854,1203,3094,8543
6578,2166,3495
2729,6666,5996,6036,3929
9170,3594,9158,7230
8419,9033,5164,9465,3931
7276,361,4244,9246
4314,9647
6691,1798,5291,7481,2845
6788,4735,9652,1917,7583
9805,5478,3767
4486,1238,118,1884,5149
7753,521,6123,792,6430
7748
5317,719,4756,2134,4477
7376,2818,4558,2175
8866,1518,1263,8603,7067
8322,2858,4377,4475,7997
1121,6146,2535,9009,4887
4785
1121,4069,5798,4008,4959
5838
558,3596,5142,3999
3525,1547,7180,4923,4093
4041,6025,8564,2260,6742
3021,1716,4410,3006,3519
5480,4545,563,7059
4581,8940,8894,9329,9598
2219,1581,8561,5203,8404
2115,3599,6768,2227,7325
9078,9090,651,4958
1896,6705,9641,9045
355,1414,9581,1102,1325
8873,2185,8976,9364,924
4714,4879,9489,4309,7582
7940,7143,2222,3188,3966
4289,2850,8,5754,3037
5157,101,3477,9559,1210
5412,7178,3088,8531,5147
4688,1342,4055
5093,4625,8083,2006,9438
1056,5030,6155,5261,3379
4326,5481,909,28,4318
1569,3476,6853,3526
2188,1235,2840,1691,1949
9728,6092,3605,5433,4062
6083,1413,5702,936,4047
704,1025,777,1070,5010
4024,6138,4998
1090,9956,485,5772,7709
6394,282,268,4469
5162,9839,1111,987,4861
6515,5452
6008,439,9813,6325
6850,4771,4011,8146,6292
7657,6606,975,6960,7958
3361,5644,6478
644,7209,649,6420,1117
3185,466,435,3348,3254
3377,4781
9346,7076,9682,1651,9749
8160,9504,4197,6108,8668
256,5473,4976,1366,7004
3300,2311,9897,5905,7448
1223,1899,1405,9460,7293
1891,4326,1640,3155,5972
5540,2020,7501,8814,8173
2982,3310,5457,4147,2332
9957,5159,2152,4266,2926
901,9164,2765,5502,1567
5114,3753,8492,9334,6074
6508,4113,6769,7545,958
4069,8777,8404,9718,3959
7840,4582,6613,921,5052
2116,599,4945,1015,6556
5159,4199,6895,1651,532
256,1681,6698
4580,2597,4398,1299,9950
7140,2027,6647,152,5662
5448,2250,6290,1532,4957
4512,1375,1224,5808,6815
7961,5884,5833,7189
2664,9752,4817,9750,7288
5670,9613,8270,9616,5530
3810,2054,8543
7872,5504,7012,3284,5366
2852,4133,9125,3304,9051
6880,6691,5740,5423,3163
2720,5507,4044,719,310
8208,5400,473,5050,4606
1032,6453,462,5903
7360,8937,3679,8122,3647
2243,6127,5650,7991,5977
9707,8859,5851,2955
9728,6767,7411,58,830
7628,5933,5749
5505,6116,7208,474,6142
7463,5671,336,1213,3455
9714,9298,9871
7523,8676,5132,6991,9501
2489,3730,1047,4751
8584,5517,2739,8277,6780
962,9065,5450,561,5337
920,4314
4289,294,2505,7855,8251
6528,6738,2852,2318
967,6667,2222,5492,501
9088,602,1848,5337,5498
2912,8064,5539,8017,4371
8394,2573,7999
2689,3397,2954,5875,1078
6699,2348,5336,6651,7038
6410,8331,1039
1359,2032,495,1013,7096
994,9319,8018,1687,5439
682,2897,19,4283,1629
613,9612,4372,7772,1373
373,6950,2711
1703,7504,1427,7670,1785
6723,529,7763,6771,2714
2657,7396
5755,853,1614,7741
8114,7318,8998
2272,5098,844
3337,6084,854,3527
3109,2378,9203,4953,7708
32,7525,2746,205
2112,2426,2244,4039
26,6843,9581,6239
4672,1154,3013,5939,5054
7399,1448,303,2738,4863
3268,44,2607,629,2965
4616,7561,4652,9390,1523
600,1227,5542
3944,8138,1487
2178,7766,2326,1147,445
8674,8230,6342,1201,30
483
8837,363,1199,505,4255
1928,9130,7372,6589,4574
1504,5100,7760,2962,1595
9458,8628,7095
2624,5523,1380,6894
7904,1486,8921,2265,4124
2600,9401,6395,100
6144,1379,6086,2832,6300
4501
6595,1191,8334,1493,3198
5260,2124,7952,9778,3831
6896,4617,6171,238
9634,2564,2161,8211,3188
4256,3168,1126,4070,4938
8269,9715,4856,3610,6878
2917,554,7312,9270,7226
5959,4816,3472,8886,4599
5094,2344,212,5211,9886
6700,7111
6978,7973,8467,887,344
741,2024,9673,1522,3487
4462,2908,158,4191
7651,5870,9951
33,899,8998
4801,3805,5739,9230,893
3597,4285,9814
8717,8437,9799
985,8762,9332,9233
5016,5854,5574
9507,323,6341,6921,3091
4548,3972,3026,9271,8120
6092,4527,1392,7316,3325
6426,7317,1930
1647,3441,3380,5656,9471
7522,7075,2026,2095,9372
996,8629,5335,5817,6588
4903,431,8624,3318,54
2680
1729,517,5257,3370,3898
9069,6766,2609,6739,3765
9122,5130,3092,5951
4000,8466,6468,9970
3401,7029,7829,537,4604
6285,8274,6771,9557,6200
962,5229
6376,1165
3010,677,2246,8263,5695
835,1993,4720,9425,2806
2520,8089,7018
9864,7822,9551,2993,501
3098,27,3028
8168,1451,6899,7829,1335
9680,505,2731,4983
1760,6208,9406
5393,9323,6932,8749
138,1195,5868,3951,2551
8329,2572,9422,3111
6786,4534
2257,6828
4096,9347,5182,4783
8903,9707,8843,751,7416
1423,6210,9420,407
5605,3730,4340,9753,3228
4768,780,660,405,1687
3890,3931
7016,4105,461,2232,2655
6666,462,5330,6040,5723
1442,67,7174,6921,4885
5377,5260,6316,3606,1406
4513,3235,6184,2184,9118
6112,9618,1133,1078
7758,4493,1118,4071
7875,6824,6223,2480,8507
2788,8165,939,1393,9687
7392,7938,6860,4142,50
9816,7210
2416,8433,6316,4166
184
5120,3015,3859,6582,2522
5638,1801,3977,823,6493
5677,49,7802,1499,1694
4705,5473,8489,6610,8858
8160,6192,2866,53,7927
2531,679,629,798,2687
7688,5628,6151
195,5028,7237,1955,4280
5283,9476,8677,3888,2385
8168,9740,952,8729,380
545,1604,7761,8086,6815
3460,9803,3607,5464,7611
7682,4822
264,1795,6676,9591
675,1771,5234,1208,3256
2460,679
8778,9933,9491,5011,5555
4896,8290,259,9799,5759
929,6405,7949,1135,2010
8587,5404,2076,8051
4104,8426,9379
2048,7630,7988,7228,63
4024,3249,2667,3844
8496,341,8373,5269,2423
1417,8466,4467,7375
7808,3847,200,5130,1069
546,165,582,1833,9518
522,9900,6895,9332,61
1061,2187,7986,7222,3455
7905,1226,3821,734
775,7125,3079
7585,5986,7849,5744,1913
9767,9608,4205,7121,9021
4836,9012,8693,8629,1626
6819,3365,7785,8201,3983
1163,653,9080,2716,4285
8880,7220,7192,5242,731
5899,6973,8335
7717,583,815,8501,1015
1862,5354,6514,2866,409
296,6306,1492,410
6753,3179,4435,2453,8094
34,1097,6921,8627,9428
4199,1932,3952,926,1887
9776,264,4667,660
40,7320
5120,3238,5742,8241,9521
7137,744,2089,6351,887
7225,9429
2272,8934,7405,7407,8219
9408,640,4715,9038,6451
295
8993,2914,4488,7466,302
2474,5211,9891
3140,3510
1131,1421,5940,9465,3005
9184,7155,1171,5557,2202
7469,5332,3001,3357,4121
6016,7484
8322,9059,3594,6163,4854
4843,723,9141,7991,3736
9380,4595,3852,343
1649,561,6611,827,638
9025,3027,4534,7895,255
1886,6852,8070
7945,8041
1119
4346,2087,8487
4212,77,3046
4696,3746,3306,2895
4585,8843,4525,2072,1469
4353,2821,4968,1620,1242
3840,7621,7956,1942,3863
2762,2106,863,319
6470,6861,3285,1751,8600
2657,4645,7946,6190,2234
7904,9953,1828,1170,5779
9570,3323,932,6847
3329,9218,2309,3628,2868
518,393,312,9179,4733
6966,1367,8710,7711
8161,9066,1013,9822
704,2819
5765,396,6546,344,3708
7402,189,8998,3231
6936,5673,1301
8891,5797,8151
7299,2564,4232,4360,5363
971,4556,2547,756,6069
5356,9458,6548,57,31
6216,1002,9775,9329,8467
5771,5156,9357
8451,4846,9487,7567,796
7542,7986,7965,3270
2978,7786,9676,8783,3066
4372,8980,382
4513,501,4284,7358,3039
4584,5801,3888,8594,2998
681,8690
7409,218,9748
449,9643,9846,6455,8639
5049,1314,1300
8706,7398,985,8890,2108
6050,4206,9971,3126,2103
6791,2632,4745,5107,6397
736,6467,9316,6373,8940
7447
4513,2979,325,4711,2070
1704,5110,1246
193,1673,5964,6961,5498
281,3833
1935,630,1623,2746,2431
2058,3732
5383,1618,2389,5367,6203
8545,5325,9711,3729,122
386,9461
1250,9521,6674,3061,1631
3619,8742,1799,9389,886
549,109,2989,7127,9087
9483,9357,7837,9171
6276,809,5549,2521,1214
4313,2132,7958,7289,2429
4206,1844,6615,1849,7836
1574,3243,1198,432,8383
448,5969,9650,4118,9883
7289,204,4065
652,3827,3508,3126,568
196,1344,4187,540
4353,5829,1350,5726,1982
7460,709,9700,3593,5674
9440,5137,1735,7079
3688,2898,8060,4015
5893,359,5466,6232,7130
8874,2414,3376,1136,5719
1675,5967,9359,6584,2076
4258,6870
228,6765,654,7158,7866
5576,9093,3008,1207
3714,3879,7953,790,5566
9002,308,484,3994
106,4716
232,7816,2191,7441,1659
6625,9387,9810,7101,2271
2977,6242,1830,1645,3672
6586,950,126
5963,5836,3886,6682,4956
6819,548,3087,1144,1754
1350,2122,720,7796,825
5986,2595,4399,3280,4945
5220,2150,2922,5297,1945
7648,1794,4742,9453,6701
4802,2566,939,2380,2675
7778,6821,5834,4820,1372
4451,4072,4880,2423,3007
8706,4914,757,9941,6999
7969,2436,8714,2962,8313
4425,4265,3214,5166,7760
3584,3303,4438,1627,9725
2243,901,9129,5773,2327
5600,8033,7642,922,8223
448,97,8868,2020,5041
2856,460,6476,9913,4988
6784,5110,8822,6524,7711
5760,7400,753,9907,7007
1185,5577,5650,1817,2908
5861,2653,4477,806
3271,5191,6762,980,7607
7629,6901,7221,8031
3617,1225,8237,7793,5238
4841,4140,2349,1759
3009,6604,3341,5502
4673,4840,2636,8979,119
3041,1289,9813,1880,6205
51,1411
5481,1262,1778,1940,863
3463,1292,3920,1970,2623
0,3206,9104,8888,2719
280,7172,2185,5098,2328
4708,2601,8973,339,9624
1548,817,5811,4277,1663
803,5908,6134,4662,313
1152,6209,7845,8585,1993
5702,9798,9362,2105,1918
3136,2626,4515,7591,4435
9680,1873,2699,45
4072,4545,777,2105
4608,7396,9181
7113,6071,7091,9671
6344,4258,3629,2230
614,6925,7604,3158,5915
1536,9061,3819,9877,8283
3010,322,2796
611,5677,5325,4755,8506
4483,1736,1035,3921,4722
3168,5216,4264,3786,9624
1632,7759,1912,5947,8734
7938,3395,742,9931,850
9916,5131,847,1525,9628
3911,2158,3057,3061,8757
3461,8141,182,1881,1340
1152,5284,5183,2430,1183
1749,2285,6894,7565
4032,6016,5718,2491,5470
9890,1245
792,4529,4386,7424
745,746,3698,8659,1623
32,1477,983,1395,5463
1600,2441,427,4942,337
3748,710,8623,533,6239
3189,2875,3332,7436
5121,708,7979,1687,7960
2722,905,6931,6585,1852
4070,2797,6963,3995,9116
5112,6059,7191
3176,1268,7159
90,2895
7892,484
9703,7440,7445,3803,9341
472
5840,173,6975
2017,7044,1768,7566,2172
4226,5924,9829,4436,1434
263,3528,1321,661,7639
3619,9228,1584,6299,1949
7104,8289,6884,1734
9110,4023,4253,30,959
4100,4553,8210,2905,4091
4226,263,3821,2766,796
3172,7140,852,4678
8353,7554,1352,236,851
4640,548,8720,4149,2204
3589,1605,457,1104,9145
1952,558,6126,2804,6870
8741,2573,4410,4443,4414
8067,5389,6772,4696,6713
8768,138,8855,89,7068
9132,7687
6668,7961,6171,9790,7931
466,1389,407
644,6769,9494,3484,3166
3298,1285,8809,2894,755
2210,3266,4837,3565,3539
4360,5391,1233,3729,6710
6051,3781,4422,4649,1100
771,4266,3726,5838,2395
8562,675
5602,3398,2634,1142,854
1299,7523,2782
7627,2413,9262,2419,4541
1443,2217,8813,47,4605
161,8034,2125,8888,2904
80,8908,3196,4302
8385,3322
3620,4999,9618,436,667
752,6075,6487
390,7664,5939,5558,2110
2278,6026,2604,9420,7696
427,755,5660,437
5383,1498,3003,4669,7518
520,2665,1782,2151
321
1451,5172,4326
4258,6820,1759
4098,5091,2185,5520,2456
3025,2066,5138,2554,8955
8610,8034,7124,3446,9879
1255,5579,4237,7640,6969
6343,6903,7994,733,7839
3528,2831,3088,7448,762
8737,5836,3662,950,1180
2248,9546,4938,7506,8991
5248,821,3608,8283,6942
4592,3707,6812,1182,7454
1861,8267,1294,8540,2173
6745,132,2286
6306,3458,37,904,8857
4891,5030,3656,2315,6875
5744,6122,8794,7280
8226,5922,8676,5272,1369
6572,6653,103
904,4204,5964,3828,8509
6945,3459,2346,8279,2712
2144,3944,9681,504,253
9186,8134,3567,2544,6719
3418
4502,6678
632
774,551,5618,3223,7228
9763,2435,8143,630,4410
2200,3849,1244,3919
6952,7066,3952,5877
97,8553,4938,1616,3477
8295,3659,7480,8473,7579
8366,751,6194,8186,892
9448,8977,8846,5918
8027,5512,3190,5143,4635
9985,6761,1677,3062,3992
2189,220,6382,294
569
2215,3441,8375,2428,2495
1581,4878
482,7110,7023,2961,1501
6663,1290,1293,2318,2202
4160,5602,1285,8944,9245
3125,5467,7461,7222
5154,1204,6298,1755,2268
1506,7445,5730
2029,7247,8118,3222,7896
1217,4451,9740,2008,986
9121,9383,458,8205,9599
992,995,4525,7957,6581
7873,3302,689,7089,1041
451,3656,6057,977,1788
9413,2599,1490,7060,7735
4075,527,883,2614,5661
2282,7827,3852
9634,3963,5634
9154,9991,3219,7414,7991
3552,6321,6354,1973,7928
2148,7401,364,1446
4352,618,2507,6556,2398
4128,4800,5032,2143
8419,3880,469,2070,1690
4480,4803,627,6547,2910
627
3555,77,3378,2548,9820
7946,6801,2901,9237,6365
4953,7922,2859,6047
6824,9466,3451,1036
5162,715,8941,404,5885
676,8808,4249,8252,5854
585,876,3503
7019,156,1516,4407
679,8329,9258,9707,662
1934,4464,9879,1849,510
576,1991,3796,7034,3678
5952,9161,9776,7385,6907
2885
7008,5923,8207,9073,1919
4685,112,5203,3483,4061
3008,7078,690,5907,2041
7203,9128,9360,2256,9685
4458,6988,1550,8149,8055
6240,7729,1213,6961
8704,9988,2373,3384,2556
2786,5893,4615
962,3434,5615,9118,831
3298,1021,2158
8514,7565,9689,1597,5215
5771,9049,666,2364,7262
3400,8812,8084,3926,8381
8103,7963,8271
32,3938,709,2645,3036
3010,452,5797,3926,5405
7266,6124,8813,6802,1402
7649,935,3861,253,607
6209,1387,4293,7383
7010,9837,6511,1970,2333
7936,6049,7748,5003,407
113,7947,6549
2610,7268,5725,2710
6113,5729,2404,9391
1121,3842,2564,7659,1645
3139,7439,5588,1366,9436
5415,82,6962,7284,8182
1697,3611,6500
7493,8846,6354,2067,6559
5542,2153,2601,6156,3738
560,7946
3273,2961,4581,1775
1348,3240,7981,626,218
934,2058,4880,4063,9503
1203,8389,3166,8182
98,4332,1101,2226,3545
514,649,6953,4624,4470
6081,3018,6487,6907,8124
427,9199,9270,7834,7547
8254,1108,54,2135
3336,5930,9774,9497,2300
2656,1905,1170,1394
8168,2058,2299,6604
602,4179,8261,9349
105,8163,2910
9545,7187,8652,7775
2534,7786,587,6062,3506
1728,2499,3177,2772,3225
5123,44,4974,4401,2419
3085,1236,3485,542,1503
1035,8235,8751,1140,4826
8777,6633,4393,8638,2143
2560,6883,4644,4301,3189
6274,8994,4709,4014,2128
5377,3172,1547,4717,5178
6984,6634,460,5525,1086
2553,3183,4947,25,4892
1796,4744,6507,601,6527
2470,1804,8784,2137,9567
1953,4520,8720,1428,2971
1617,1809,5463,6840,5980
7553,2161,5652,693,8893
5409,7248,6865,4947,8095
4643,423,7560,6904,5567
5123,1156,8008,1746,3670
69,8616,8564,569,5658
7330,9582,6007,8891,157
484,1544,1067,2737,6108
5923,6851,9420,5171,7805
3523,6405,1873,4698,2653
3879,7143,300,1559,9214
768,1885,6926
5057,6245,1958,1514,1308
7784,1412,3141
1098,2290,4693,8278,4508
7310,391
4449,8722,5846,3575,2974
3142,5959,6221,4014,7418
1759,5860,7541,8047
9642,2882,3486,3237
2121,6574,3538,2772,5403
8696,9617
1914,8323,8915,8527
8550,1261,9776,2778,1115
329,7550,1551
6656,1388,8920
6892,4375,51,3319,4764
3654,8007,619,9462,1918
1923,2884,2215,5492,5051
8437,5749
3817,618,5395,7867,3101
1487,651,1143,3871
5025,650,4560,5594,1662
8583,2791,327
3076,330,1646,5754,668
4549,4006,3816,4076,4559
9052,7666,4247,860,7615
4454,1994,1399,8602,95
6149,3079,6642,2418,1594
4167,4296,4251,3986,5403
5775,4564,9525,856,9977
9697,931,4684,4301
2242,2217,5653,3610,9852
495,596,2361,8155,2174
5056,9019,4732
5608,5649,6915
5784,3451,3588,2317
1424,8739,9964
1766,9350,903
3256,2875,4884,9661
8705,7908,3901
92
5250,4294,1458,158,5822
9529,2933,7838,2609
2562,6182,9447,7571,6655
7977,2323,4860
3941,1222,4453,8656,753
8417,1762,132,5511,1705
9060,7152,4501,7867,3772
4799,8531,3739,2943
6361,1828,7689,9817,1886
4920,2650,3624,1519
6723,4771,4324,9815,9342
3448,736,3420,1182
2637,8238,1109,3126,1308
5538,5996,5519
5162,539,6078,2503
363,4110,80,469,8665
3712,5648,5520,6616,2302
41,7280,5397,5754,4699
6530,8803,4875,8875,5587
202,8011,2942,6711
0,715,7535,6257,1746
368,2185,5076,6398
1,2594,5186,1371,9437
5921,6057,8945,7410,6143
4595,4709,2262,3191
9090,5765,3079,4015,1619
3250,5401,7730,9079
9755,367
2618,2763,4950
4641,580,2355,275,8024
6853,8872,2704,9427,4951
868,1682,4953,2140,4446
7445,697,7962,9821,702
5890,2340,4975,633,3388
70,7884,7662,7599,4111
9259,2252
7343,2900,7642,6620,4734
1794,4232,7442,3799,248
6659,168,2894,2896,7793
6919
6626,4675,6984,8394,4120
4961,8227,9000,3703,9758
8362,1307,6748
9253,1741,1654,6974,2303
9312,6148,965,6392,4121
8357,941,1456,6010,3711
9515,7595,1911,7196,8095
5803,4594,6583,3804,4446
9920,6429,309,2119
5770,279,5402,3262,1470
581,1331,56,5787,3935
3208,5800,2672,1937,2641
5601,4487,239,8720,9400
5858,8619,3316,5815,2974
465,9166
5705,5323,6990,6706,1460
1281,6982,6857,8235,5597
440,4257,4428
6497,5095,1875,3450,957
3649,1124,5893,3782,861
8744,7377,499,7641,8733
8516,3083,3795,4918,8922
6305,5164,7951,5328,793
6544,777,8601,9314
172,1079,4922,252,4766
4515,7812,7733
2051,9550,4853,9526,8122
417,6681,573,7166
1960,2252,1173,9558,7322
1157,20,5781,7092,917
4547,8588,1071,8818,6356
2755,1765,3817,9678,2768
9497,4460,4109,5399
9113,2042,1091,2771
5562,2867
3320,1549,1678,4383
6883,2411,6955,3531,4304
2565,8966,2888,4114,2293
1062,691,8790,566,5661
9698,8539,9155
5035,2445,431,5467,9565
2956,6313,5843,9220
1862,3956,987,7836,3261
17
4657,2787,5053,3102
930,9187,6255,1906,4759
6368,7747,277,2267,5534
3459,1157,647,7400,6677
3301,1725,8458,2397,4957
6856,4446,6283,3822
768,388,2374,308,5439
9413,6311
8154,2376,8402,9210,1436
9505,1264,916,1145,7900
2001,8763,5767
312,7439,3373,2223
86
3994,7339
5438,1707,2431,9383
1802,1517,510
1221,2149,6377,2992,7774
6465,5252,1220,6424,2267
9251,6845,1576,6126,9213
261,1324,996,8614
2371,9104,7058,1239,4569
145,2750,2429,734
1085,7870,8703
6345,2476,6039,89,1019
6634,588,6413,4819,5012
1169,1983
2905,2061
628
9792,1287,4240,9752,1342
6243,524,1711,371,4278
3460,9735,2452,730,95
257,9770,2614,6392,954
4109,3950,6068,2391,3485
2251,7889,1940,2904,8703
6945,7177,9681,8883,3581
9515,7093,7902
3122,732,5693
2727,1715,1587,4181,4603
320,4648,1260,2488,2299
9410,9098,3830,4568,732
975,4505,379,3934,7679
71,3893,6103,5915,8732
1421,3566,5838,113,1278
6145,4772,1252,8217,1790
8569,8722,2855
3522,6915,1707,5173,6906
512,3687,5992,3785,157
2247,1448,8754,1461,4925
8224,5539,8632
4379,9893,7371
6926,6357,5270,8119,4184
9376,7745,2056,9654,2490
4138,1387,8685,1941,4639
3364,1996,8048,7894,7931
9360,1354,4630
1040,2739,4268,3126
2566,5291,4620,2094,3988
503,9902,319
2008,8154,9067
8933,460,8305,280,5660
5763,5637,8332,9876,2878
9393,3810,5316
1480,2426
3943,6187,7089,979,5308
1473,1672,6799,4531,2265
769,1570,4232,9770,8409
8704,4868,7845,5648,3923
2434,3242,4402,5949,4479
3864,5586,1056
7081,8666,253
4321,3751,1258,1488,9179
4418,7429,8167,9705,5100
8422,2795,7410,6645,8409
2800,9169,6418,2191
7714,5140
5091,3281,3218,51,60
296,112,9427,6868,2170
8293,7312,2258,7352,2521
8881,8305,4939,70
2544,810,4358,615
4350,5577,4251,750
4789,3614,2479
1921,6010,5390,5655
6458,318,6047
3729,1011,84,5397,4408
4590,2549,3353,733,5502
8115,1187,4029
9514,8325,1238
9937,5650,1827,3660
7237,9577,7853,4500,1598
7665,6586,1517,5727
4306,306,7971,5871
9579,5491,2873,6622,2015
7234,5704,2483,6264,1146
9941,3877,7565
4407,1432,5657,6300,7583
8273,9541
4519,5612,7885,9850,3132
3459,1322,1594,9434,9085
4600,1521,9930,3629
1024,7760,5822,247
2479,1747,3029,6712,1401
1288,5146,2515
2113,6699,2460,93,9151
6097,6141
8337,450,6389,5361
7182,5971,950,6806,186
6979,5960,6347,6321,6395
9613,9129,4909,7798
4451,4516,4999,9840,3930
3339,5840,6900,4372,9046
7252,3610,827,6044,2366
6242,3434,2990,1551,5206
5000,3091,6811,447
3969,6764,1524,253,31
9625,6163,942,7199
1637,9770,3247,5266,8533
2245,2982,2887,9769,4348
40,8192,8077,4894
3544,3303
4793,2506,3788
3460,9892,4586,2101,5818
414,4649,2865,316,5374
6240,5856,936,1585,3766
6095,6586,4981,8922,9787
9737,4913,5077,3416,5499
2412,8594,2172,3454,6463
8514,1126,1587,6746,9754
6336,6273,2096,1307,3390
2627,2953,8430,978,2876
815,5874,4788,6618,4316
6216,1443,7077
8513,6971,4270,2143
3344,6033,3094,4508,3101
4328,9735,255
945,2446
1918,1805,1334,6703
6242
8864
7874,2663,3281,2675,5143
2533,1520,2096,6076,9021
6594,6727,464,8177,7475
834,9748,6502
4353,2949,8680,14,6938
6496,2216,1878,665,3453
7688,3497,3083,4055,795
5538,46,238,8402,6874
6018,8742,9866,5103,8694
34,2532,653,7918,7548
1640,1546,2092,2169,5373
3649,2850,9191,8,3341
3631,7664,2193,5808,115
9697,6594,9705,5019,799
3252,884,5420
3684,1123,2395,8028
257,9835,9036,3558
4001,2064,5654,6199,8248
2491
6130,5846,6937,8857,8667
843,5848,4112,7096,3033
4543,9101,3407,4412,4895
3545,1971,263
66,3439,3827,4602,415
488,8329,5172,5686,4542
3904,7273,5134,8570,9565
224,226,5862,784,2205
9808,1930,7725
1194,2959,9234,1110,4219
8,931,5200
1633,7824,5047,3804,4926
357,8715,2448,1083,4511
3970,8785,6515,5396,6996
