3054;41;12932;10;5758;32;12891;10;3336;11
19680;90;2825;52;19843;16;7822;43;2444;63
9914;29;17164;39;13237;22;6851;49;12067;5
18238;23;13758;75;19199;68;19137;73;2830;26
10759;81;18869;76;17464;86;11500;90;18977;50
11772;76;13348;4;2113;78;3480;34;12561;49
14163;58;3125;54;16403;24;17580;65;14493;84
14302;40;6954;20;16632;90;2086;77;3306;84
6637;46;9761;41;11942;16;3990;60;534;32
10246;4;4502;71;7814;46;3873;37;8309;54
4979;37;10075;72;14894;48;19054;67;8326;33
17626;39;3527;86;16878;78;13818;7;4948;33
14123;65;19357;78;19613;77;18408;53;339;52
11215;38;11191;45;7713;78;511;67;9546;42
3762;11;17849;26;5541;27;6425;4;12143;7
18240;38;3524;26;18290;13;17776;18;1504;42
5343;77;10879;5;5288;49;3947;6;2267;15
7341;12;15058;71;125;59;7261;46;2597;27
19933;73;19177;47;9222;70;10090;77;5718;25
9058;34;9906;49;9927;41;1917;41;595;13
18297;87;8502;47;12539;22;3468;21;5265;44
10386;22;5873;88;4495;31;372;79;7220;12
2686;15;11618;49;10953;56;4066;23;13969;9
19221;83;13528;33;17036;19;18524;67;18357;6
8339;15;14993;44;1520;32;2885;68;17756;61
14659;16;18663;4;2968;60;3993;81;5753;31
10975;75;2738;75;4956;12;160;47;18862;65
17398;9;1141;64;13153;60;9857;21;9975;76
17620;5;45;76;18934;20;18756;8;9799;58
11253;31;5028;82;16425;63;5263;46;10773;66
3908;36;19585;85;12719;61;4955;47;12651;43
15889;81;1886;32;7064;88;14311;85;13315;40
17;87;10804;4;9434;58;96;65;10251;52
13166;72;3924;7;7249;37;3093;70;7071;14
9927;16;3912;43;14279;66;6060;87;5683;49
4752;40;5813;10;18391;20;13579;26;19080;64
3882;11;16579;2;3671;87;18246;17;19571;48
9525;31;13469;75;17513;67;14495;6;6700;66
18223;57;17992;49;18777;12;3404;54;1387;48
9057;82;16033;44;6594;60;6649;24;1028;89
17475;6;2720;62;18639;63;14209;60;19573;6
2883;22;13005;13;6010;13;5168;33;13077;41
18816;7;16616;45;8760;29;17885;68;9073;47
8067;25;15367;10;17499;78;15767;66;10499;45
19256;62;9038;57;4452;17;7031;35;15518;48
5220;11;19137;6;7844;61;50;39;6471;8
7336;44;9902;83;2704;77;12516;54;5161;39
15491;44;17851;45;11227;68;311;41;12676;76
18062;71;3202;74;6192;70;7406;7;4494;53
15561;13;12332;81;9902;90;16879;57;11236;31
16523;12;16623;9;1915;82;2729;49;13378;54
8102;72;13563;33;13307;44;18737;62;9574;8
6330;1;16361;79;12719;86;14938;86;16740;19
6963;4;15597;43;1630;54;14138;21;3209;50
12214;78;405;28;3146;45;3167;32;9850;59
7333;77;1094;17;17175;88;10051;49;15977;40
9112;83;7184;86;9756;78;7538;57;14300;6
15601;27;12541;8;18719;49;13212;8;3738;15
7917;44;15291;16;9899;36;12588;29;6863;12
4335;82;5370;50;2652;63;17443;71;19616;69
15941;50;11360;6;19880;71;11865;38;17744;25
16745;81;5766;61;10677;10;11186;61;56;56
11035;61;8278;37;5571;85;2572;82;15656;74
10936;71;2841;2;5310;23;2053;45;17589;42
17936;69;18853;17;3198;42;2397;23;9285;88
11361;30;14334;72;7324;82;1190;57;18916;6
8897;11;1677;16;15754;44;17321;21;6052;65
11487;76;16996;28;17728;8;5753;56;17259;32
6704;60;8073;23;852;82;16706;63;847;66
7435;18;1236;34;9510;29;15747;59;7780;57
14088;25;17963;65;18831;30;367;48;4593;57
19201;1;16531;64;517;16;8119;58;204;77
5542;88;5430;90;18197;19;7306;87;19081;62
9589;47;16913;19;18777;66;7214;69;12238;50
15888;88;18252;34;12465;70;3712;15;4033;90
15324;12;3634;11;7237;39;17267;15;12483;4
15202;58;5340;8;6936;25;8028;2;12567;13
15516;79;11806;69;3228;35;5925;30;61;70
3997;57;10699;66;19589;5;15825;26;9351;26
14642;44;14222;10;7058;77;12523;28;7069;16
16236;3;4714;9;16471;67;13767;73;13809;34
9835;68;7130;16;19349;50;6901;3;1071;50
9050;71;8267;74;4219;25;14860;31;19654;34
3765;71;10533;46;16433;36;16862;49;19593;36
13746;21;11002;15;3544;79;4138;63;18731;3
10951;26;7158;53;5746;27;19479;21;15434;18
17840;50;13857;64;14124;2;14485;62;7667;21
13545;23;5031;23;12156;72;13051;2;12720;17
12981;41;13061;85;19135;37;5746;63;10059;14
15464;11;14514;56;90;25;10000;72;2943;63
13627;31;11272;49;19325;82;16674;44;7919;79
5738;47;249;13;1034;82;946;24;16119;26
6156;42;18675;87;5217;66;4502;4;8566;87
481;55;3260;81;18720;40;17147;74;11996;26
19404;42;10633;22;7790;13;18026;51;5466;15
631;63;3986;52;18070;78;14938;7;11212;48
8647;47;989;51;12790;45;11478;79;3268;51
16854;11;824;36;7334;31;10270;54;16252;27
3883;2;2840;57;7742;7;7339;85;7105;74
10538;6;8261;39;2818;80;13330;54;4423;24
19131;80;10418;57;6486;5;10359;30;2053;4
8324;72;1686;89;12426;66;5169;3;11891;27
7490;16;4972;62;7709;26;2558;83;14869;36
6293;67;16172;72;32;82;922;48;9820;6
13679;61;2536;27;12891;68;17923;75;382;60
14033;87;12325;63;17589;90;11277;55;15336;74
10272;75;18558;27;6534;40;4821;80;10421;72
4421;80;1116;45;7571;77;16763;3;19141;35
8387;66;5549;45;9809;10;6522;38;12087;18
18276;74;4374;2;14443;12;4055;6;13707;20
12310;20;10129;63;19791;39;2337;68;12795;56
5935;38;10376;29;8816;35;12632;79;8261;75
6014;5;18576;53;7929;10;3124;77;244;22
15167;90;12135;24;14956;75;15921;37;15810;83
9125;71;18425;11;17046;10;19630;15;19064;43
19569;23;17926;46;18840;47;4342;27;5581;58
17263;36;18718;53;851;85;4779;45;12158;9
17261;39;2117;46;14080;33;6929;88;9995;10
3762;23;14980;75;10311;3;2679;81;15581;34
7698;46;5402;73;18742;55;7140;19;4621;89
6951;38;11130;25;14275;66;17069;47;11783;34
12242;37;13331;7;18486;50;12629;48;9143;12
3344;36;14004;37;18896;12;10249;70;9976;42
17054;67;9824;17;5845;20;6366;73;18490;15
15296;64;18172;11;16325;58;16288;9;3852;72
5845;65;8285;82;19245;66;18427;23;1664;67
1160;84;19688;40;18159;1;11873;24;19634;47
16160;37;18864;67;11174;41;19128;83;16875;18
797;84;1466;74;2107;79;12069;24;16512;16
3088;46;12685;89;14298;58;19739;84;1538;52
17783;15;13362;71;13457;26;18898;59;3400;54
1215;85;8688;89;6567;35;11732;46;6713;8
6358;77;10725;69;17284;29;19342;67;3664;56
18629;17;14579;40;5405;31;13310;88;14992;51
6407;51;13362;82;4305;62;6999;77;14419;11
14171;1;16984;80;13313;81;15115;45;6651;90
17476;39;11622;9;626;45;13180;67;4502;22
18932;28;737;63;11498;26;15880;60;13182;71
13156;30;2077;78;13162;10;9798;74;1859;58
12004;13;12761;88;6103;64;19285;4;7885;82
5263;62;8234;26;1738;74;12351;12;6513;24
1070;19;5591;14;8243;71;4531;78;11598;60
10852;80;18589;30;4948;67;14874;62;10187;26
15753;75;5363;90;16283;17;6364;68;6962;41
4423;24;585;86;18093;47;12155;4;6943;47
8774;18;13125;78;5173;22;3719;88;6615;28
964;14;19654;61;7162;24;14178;37;4056;59
8724;39;12403;57;14025;87;9259;56;6852;35
7980;54;7830;11;16679;30;13950;31;13313;50
10265;61;3882;5;1332;38;12986;44;9754;3
12562;55;847;25;4778;38;16535;22;18215;86
2883;6;8;19;16549;27;4616;44;17680;43
13924;20;18677;52;8196;63;1159;31;13755;17
9987;69;17567;87;5109;62;14871;2;13061;58
12370;45;8735;83;17605;8;13766;90;11386;67
10370;5;5593;30;7641;89;17144;4;8606;21
10599;8;2856;16;15640;25;11059;63;1278;62
15079;61;7295;15;5454;32;5793;66;2472;39
11293;76;14625;54;6826;29;10697;37;8080;34
10592;73;17738;36;193;2;42;54;1829;60
3915;69;13078;5;13514;44;2408;7;9861;84
11745;43;17933;23;4716;15;10261;9;3099;26
14402;25;13487;88;5873;54;13503;23;930;88
19727;28;9313;40;16664;30;12172;31;9580;9
16300;53;16219;60;7600;9;17162;62;18761;2
89;24;19647;6;5690;82;17586;49;2513;58
7443;72;1129;7;14592;61;13017;13;16808;36
15604;40;2055;2;18328;80;15837;80;14537;20
1994;75;4882;17;13698;36;13489;55;4657;64
2590;53;14697;86;15008;90;139;41;5925;86
13514;81;100;81;782;77;10443;41;3427;16
15036;50;17252;22;10788;82;7565;59;19969;69
4768;19;17659;54;6745;54;3948;47;2158;84
14032;56;2348;68;2871;74;18513;59;12684;5
1066;89;1882;80;16617;5;10010;5;7692;41
5568;12;1145;45;11767;76;49;84;6891;66
7094;86;18028;80;15780;9;4437;31;9740;3
5340;56;3001;81;17648;21;1747;9;15633;30
8451;66;9950;45;10541;38;18534;69;10826;89
6831;58;6548;33;12323;40;14813;13;10009;45
9061;16;13650;54;5621;86;5669;24;18875;50
621;71;9362;36;10890;24;8829;72;9207;35
8538;19;4773;17;3406;65;5274;2;7385;78
11698;68;19873;59;2785;26;15470;2;18989;7
325;11;667;30;5462;53;7341;67;16876;61
15396;51;11570;78;18534;25;10134;22;3412;3
8140;67;18515;40;1116;65;1799;6;12935;4
1584;19;17723;73;17175;43;2821;4;15284;19
3514;48;567;14;11787;23;9387;62;19174;38
18242;39;1117;81;8738;84;16517;31;8641;36
17524;46;18161;22;2682;9;15502;58;1515;10
13568;43;12924;3;5795;26;3704;17;13654;9
5350;5;11449;25;5529;43;9871;53;13644;88
766;55;11153;25;8918;57;17646;32;4039;62
14212;90;15340;33;4043;44;19735;36;5881;28
445;11;17053;89;4465;56;12005;56;7704;61
2920;23;16264;46;3169;25;14050;40;12258;30
15442;30;2934;36;11149;88;5199;45;3570;1
2362;50;1160;77;3065;15;664;34;19303;18
9610;77;12771;31;16259;4;17311;31;5335;14
15701;87;7278;30;12103;13;3874;54;14615;55
17041;83;17466;59;2086;87;6625;85;13064;46
12355;8;10891;86;14919;10;3079;85;9448;23
12662;46;14259;61;10086;75;7570;22;7160;62
19692;90;6278;64;11364;65;17050;73;6416;7
9228;33;17705;31;12508;37;15180;29;11912;67
887;20;18377;28;6831;53;12471;31;11339;82
5585;84;14626;83;16307;42;1086;89;13232;54
16336;86;17723;82;2035;9;18427;39;4510;26
6183;14;6878;14;4155;23;10322;4;6733;67
2987;2;17021;60;10904;16;10271;61;991;90
8219;71;19177;88;12840;16;3841;87;4891;38
13443;73;4671;62;12762;32;13983;43;108;75
9067;38;700;36;11320;43;2119;81;10787;68
4973;19;7920;28;14886;72;4212;61;6017;58
14174;11;4732;20;13160;24;12330;10;684;82
10187;78;9592;41;18627;25;14236;47;4052;34
1818;24;19643;8;8652;23;7042;60;18523;65
6176;39;10408;56;17136;37;15128;74;12097;89
17336;56;8174;85;19238;72;13088;52;14668;39
19779;5;2658;33;11016;77;2175;68;4110;31
2497;8;11878;3;14343;11;425;69;12703;87
3736;24;12494;63;8849;66;4814;42;6374;64
5389;67;18657;41;2420;23;4289;47;14133;29
682;29;457;20;16470;48;8979;86;3950;40
3066;56;12380;12;13700;79;8972;18;10902;27
8703;3;7998;47;11184;21;17353;55;13284;66
14888;27;18611;54;9748;65;18285;84;11115;83
13424;71;2303;56;7368;63;4032;13;8081;4
8066;24;6739;11;7531;11;7072;51;17573;37
14890;64;13050;46;15697;32;16823;37;180;53
1939;10;5195;24;13493;79;6200;86;7960;30
17123;37;11969;86;8747;53;18612;90;14599;47
9336;76;4963;51;16207;66;7604;65;6226;7
16683;70;5332;38;14505;65;16416;41;9797;73
10045;58;142;6;8295;26;7374;79;704;1
19322;79;17886;3;17677;87;353;8;7094;57
4500;85;4257;15;5973;79;14594;43;14783;53
1334;80;6181;45;16217;25;18912;64;16452;66
17347;31;11857;37;2355;29;7781;41;3895;26
15557;27;5633;21;12480;90;6005;44;8084;88
10907;24;11867;40;5798;83;10391;5;8015;24
4819;19;3483;1;6591;85;6289;27;4930;27
3725;3;9275;41;3769;72;4640;40;13703;26
3562;53;19486;19;7386;75;1644;28;13537;1
5276;71;11029;32;3886;16;13047;29;6670;87
11274;13;4235;23;1080;87;17531;81;19761;71
14324;52;17160;46;14001;76;15735;11;14635;62
3564;61;11659;48;9457;68;13595;14;6293;78
1970;65;2679;23;9407;56;6753;54;2279;9
11637;5;19713;1;18764;78;13652;88;13491;37
18230;83;8774;4;19388;37;13360;38;5527;75
13760;44;7554;36;9395;33;11379;69;17563;36
15426;74;5355;42;16054;57;120;62;2142;81
15143;19;16491;54;1083;46;15915;78;4518;87
9797;12;6371;13;12721;55;17996;86;8349;73
12106;28;11612;88;9193;63;13829;25;5810;17
15475;31;17115;85;7599;12;11936;66;14484;36
3678;41;4566;37;10370;66;37;26;11138;49
9100;54;7228;55;19577;74;3103;19;13531;9
17062;81;3039;7;13971;23;4083;46;12862;1
9113;58;5867;57;8318;90;12011;23;824;3
11260;18;6295;76;6756;70;8011;12;15997;35
6304;11;13823;84;16815;2;13216;63;8537;19
1403;71;4394;71;10220;74;3118;55;9266;28
18675;44;7416;21;17083;71;16257;12;6128;56
8621;39;6853;10;12633;58;3160;53;9869;29
6973;11;834;78;13562;43;441;2;4371;47
8973;34;1564;17;17121;49;4624;29;3084;8
18395;73;12898;87;9366;24;12362;32;9791;89
8425;57;2950;42;11443;5;13393;61;5898;15
11594;42;4097;28;14051;49;13627;24;15628;81
14477;18;12213;44;3891;21;5874;46;12330;46
17008;62;3373;57;14665;43;480;25;13862;69
13402;86;7238;8;7370;64;5151;17;5883;85
2967;1;651;31;159;30;7512;21;10392;40
10433;83;11471;41;3192;70;9366;80;19542;46
8854;35;3706;60;13556;63;12761;44;5165;51
19586;52;10005;21;10677;11;11368;42;17325;5
900;37;4384;86;6195;32;15760;61;1112;73
3585;90;3758;72;2178;16;9384;55;6030;36
12091;44;11639;51;13854;41;4070;2;18542;3
18175;84;11944;43;14274;21;19895;26;5379;13
16325;66;3224;21;1931;87;5779;60;14078;77
13589;75;4389;38;18849;37;19718;10;2478;2
16135;9;5882;84;3133;24;13474;10;10630;19
1264;63;15164;42;15670;22;3343;21;11606;50
15750;28;14425;85;16089;66;13891;58;10348;24
18295;6;15031;82;5244;42;13827;26;14924;14
5067;56;6441;48;8939;26;15164;7;19891;82
3740;32;4781;55;9539;50;12962;74;17235;71
12114;6;15931;25;13733;64;16971;39;4374;65
4659;85;10708;56;13372;18;15704;2;3961;90
9254;66;8393;60;15669;30;6833;85;2084;25
2474;42;12965;18;9015;41;8984;48;2886;30
5476;20;6687;26;5755;39;14538;5;5695;72
1245;41;10855;44;3069;54;2569;35;9933;89
3001;80;9844;72;19221;46;15912;72;38;86
7193;16;14504;48;18329;8;8994;51;10693;26
12691;89;2536;30;8702;46;2371;35;16877;88
11024;88;17416;38;10910;65;11616;58;5723;9
16698;19;14346;21;10354;30;7815;41;10227;35
17817;6;12226;1;4721;81;1965;88;5058;2
10778;58;9280;16;15768;17;7189;82;5400;73
4351;74;13293;9;443;47;8375;22;4323;86
14999;41;13011;79;8317;43;3420;15;121;39
2810;31;251;55;8854;90;4153;51;1334;40
8322;24;6732;40;13670;30;11777;24;15060;33
7134;15;14958;87;17005;65;3602;46;8085;19
16258;87;10433;70;17747;9;8365;30;6550;38
4661;81;7772;63;16063;36;13209;67;1315;65
2024;30;17727;43;12226;58;12710;29;2158;21
13049;80;8956;20;10768;6;1898;58;1262;85
8016;62;16472;72;7215;4;14463;69;11380;15
8555;40;9788;40;8279;90;8232;53;11567;9
2361;44;6332;20;4029;22;2496;16;9668;89
11021;68;2574;5;16200;42;718;68;19711;15
15889;50;16359;20;7918;57;2208;55;15676;87
9775;86;14915;88;4380;62;19973;52;14573;35
15824;79;8263;47;8881;69;13178;52;4031;29
16439;5;7560;18;17587;43;7751;41;7819;79
11214;42;2045;54;5300;31;18101;2;8550;37
7585;29;7756;43;19034;9;3022;26;17243;61
12426;56;17329;16;6784;5;10154;5;6884;37
6333;79;5976;81;14054;5;7811;50;6746;68
9772;25;18394;76;7520;42;14343;73;4912;24
2315;57;11526;5;19949;67;13808;27;10399;66
2742;53;4510;50;2844;73;18683;87;12322;45
18399;6;6153;58;2581;47;8615;70;523;27
1151;65;4492;48;8987;50;17230;52;8035;25
17672;29;10163;16;18404;22;2931;77;1781;57
16004;82;32;63;8056;43;6438;74;11048;47
16400;86;12748;9;12561;53;18251;6;19006;45
10839;48;679;86;16601;79;3;27;17666;2
2723;53;9791;40;5749;83;5952;15;12939;28
10655;55;16561;75;8485;66;15356;1;17778;27
6574;47;131;35;12917;87;66;43;18483;28
12695;45;15773;32;2722;30;15441;7;19360;57
1432;30;14956;27;15144;76;5898;35;3612;23
19326;69;450;90;10416;56;18549;47;15832;77
2402;69;5192;36;10104;74;16077;64;6704;3
1063;17;5412;77;3683;2;1615;40;4131;63
14819;7;2716;1;5824;8;2627;36;17955;19
15412;81;4726;87;12195;70;10263;20;4887;41
2815;54;14783;1;9068;21;11866;22;15678;33
2210;37;2337;27;380;60;9999;83;18962;9
14779;79;4201;52;12074;43;18665;32;18097;40
6925;12;12086;28;8796;70;14116;52;7431;58
19919;87;8801;81;4848;24;5551;28;6327;53
8535;56;1548;13;15169;24;15108;36;13858;89
9416;56;1778;70;19228;19;7072;17;4838;41
4552;41;6180;7;10368;64;10354;62;19514;42
17148;2;14557;49;1258;64;17170;83;18225;81
11547;15;6398;57;14513;73;1967;46;3008;11
8786;7;19327;38;5605;10;19619;10;6854;77
6997;13;8918;45;11509;9;1817;80;15832;23
58;35;13022;26;18651;74;9884;67;12108;85
7751;78;3367;15;12596;17;18072;42;10977;73
6555;72;6055;34;15214;7;18938;17;9012;41
2518;62;3463;80;18661;57;7225;28;13719;77
975;13;14864;76;18837;63;14490;49;15738;89
13648;73;14241;56;5897;35;14222;74;1414;74
9327;71;14556;43;2318;70;16379;20;16472;30
14092;16;1214;68;17016;69;17053;83;11015;87
15740;54;82;63;2131;4;4937;73;11373;11
2976;82;19059;5;12084;86;8615;81;15492;3
10087;67;16961;3;4125;15;5716;22;4577;89
10014;20;15334;81;12173;3;137;39;6786;87
6841;85;3500;8;15396;3;6768;84;16325;74
12230;31;397;11;5924;89;11071;67;754;80
6822;31;19292;42;19151;59;1811;39;1769;33
2895;89;7439;33;18182;34;2898;49;6214;22
5267;40;14989;26;8821;22;5978;37;9742;33
12281;26;10075;24;2802;4;9867;68;19378;35
6455;71;14660;71;7998;30;1489;11;18441;76
14687;33;12273;73;5820;29;11518;80;10391;9
19453;71;4185;14;10081;59;1575;38;7528;1
1060;27;1323;20;18164;18;12812;74;19267;54
19320;3;11686;41;5144;64;8822;88;3345;74
15985;51;3172;42;13593;25;12232;24;16470;70
14471;80;11535;90;652;38;2951;66;14146;21
5779;66;11185;29;9185;27;12030;79;19039;39
15414;51;17266;78;8653;21;3363;75;2641;64
9927;6;14905;52;7002;78;3670;75;6554;43
17367;2;9136;36;17248;68;8213;16;7989;49
13890;25;10883;46;1632;14;11886;48;8926;9
5862;16;7702;13;9116;32;13899;73;17517;71
10791;62;10446;12;1988;46;3576;85;10132;13
13660;14;6699;50;16209;61;10906;69;1109;27
14494;76;831;86;17604;56;15790;70;11806;13
3349;51;802;30;6490;27;3206;70;9286;54
2678;50;9589;38;9579;47;5244;36;15436;89
2556;65;1350;67;13815;7;3180;47;5288;57
9725;40;1704;40;2089;68;16461;65;10417;84
1366;55;3046;33;11738;51;17288;27;11502;76
5310;58;7600;51;18512;16;6805;87;2072;70
10501;45;12998;15;7547;67;17152;50;7219;66
13491;62;13;22;15799;21;8187;26;7908;53
12877;19;7669;31;18980;40;198;28;12152;31
1892;19;3550;88;10070;59;13956;70;6267;28
8508;19;6304;46;14589;26;507;31;18979;3
14917;83;9230;56;14609;5;12885;34;7764;80
18481;70;12506;22;892;64;2441;25;7479;38
11501;16;15502;71;1399;84;12745;42;10284;24
6291;82;6910;55;6238;3;19651;2;3133;24
4065;59;17023;77;4397;28;2209;34;13370;89
7414;47;9921;14;17104;20;16355;10;1205;80
7382;9;118;17;15807;85;14834;79;2707;11
6472;17;8784;59;19590;88;5185;12;6440;1
16855;7;10345;9;4916;77;3115;9;13162;49
4481;11;9265;37;12740;63;7542;18;18580;43
11151;17;2041;48;13686;41;11587;5;15081;3
9616;41;11377;67;16218;88;18057;9;11985;51
14048;30;2306;62;12780;19;15168;66;11111;8
15917;63;6840;20;3828;28;13320;75;13598;12
3243;38;1011;40;18444;29;11887;68;19554;55
3889;68;3387;3;9169;21;7795;82;15989;56
12933;13;3914;85;10151;71;823;23;15835;85
15309;57;7576;45;11424;39;5049;20;11244;61
3806;72;15315;5;1351;5;4919;2;18996;49
2728;27;7250;74;2364;58;4584;86;26;48
18291;73;7049;15;9340;60;7679;4;10692;16
6516;83;10439;59;14276;29;14468;27;18891;67
892;7;5896;65;9096;36;1244;23;10847;2
260;72;16077;74;8471;52;18523;41;12600;54
6250;50;18260;37;6150;7;5202;84;14950;34
19785;17;13040;72;13298;14;2399;68;15661;68
6733;82;11020;18;14494;68;12356;46;14807;25
18648;72;19532;64;2429;78;5671;65;14354;26
19055;6;13392;87;15760;49;19367;62;16752;63
14724;80;19988;10;1208;32;6075;32;19153;27
7638;30;1351;78;661;28;2053;43;9271;58
12258;77;14510;12;6645;35;14855;34;7465;88
19367;31;11688;87;9301;2;14600;76;16341;64
9185;71;8342;60;9039;48;6189;73;18341;44
8931;63;10032;64;4949;49;18633;6;17772;44
9088;84;15532;68;17532;63;9757;46;2701;52
11227;90;15888;49;5813;4;15279;16;14078;49
18539;45;15527;6;10374;10;916;37;6987;37
2800;61;16380;56;11239;88;18448;36;15003;78
5267;26;17894;48;17783;39;4825;17;3098;44
4567;73;10791;3;19726;41;6954;88;8538;74
4050;58;9944;37;12739;59;18524;61;16447;18
10768;68;2096;49;10633;84;4486;73;984;71
1800;63;16006;46;14188;9;12491;41;9101;75
13221;5;7645;41;13150;18;19104;48;2671;9
3230;28;14569;85;17369;38;15327;68;11622;48
18958;10;11326;51;15247;85;8923;56;15986;68
16551;2;13750;85;240;19;17927;90;7035;2
1825;63;11768;75;1908;12;4006;15;2938;85
5770;22;6266;14;5062;21;19387;49;6652;78
18668;87;4002;68;1094;13;18938;70;13784;41
10660;34;16975;40;773;17;13010;73;1334;69
8015;68;15068;23;8635;61;5140;14;4727;33
1953;28;9426;59;3994;84;8759;13;19824;12
5776;78;15851;71;14843;44;10445;64;10144;2
11781;16;5390;32;8564;46;2408;23;17521;50
3561;45;6468;50;13804;74;17923;25;13338;30
10749;26;10937;4;18364;24;3908;88;15944;30
13795;84;5034;89;19302;40;10572;69;14830;41
3575;81;8379;67;5613;65;16835;15;9933;10
10744;4;11961;5;6909;55;13098;67;12821;29
1844;16;10862;29;16115;84;5193;73;3594;28
10096;41;16530;51;1289;89;6770;62;12975;38
7573;8;19770;82;13981;86;5692;34;5139;59
13363;66;5308;71;3061;87;16197;79;14581;19
16868;71;4609;84;13984;31;12541;83;19206;56
2677;84;18713;6;19311;35;14016;37;7945;45
16098;44;8334;16;4790;84;8907;36;19222;53
7842;4;16650;57;11571;24;13617;11;1940;56
16145;15;5981;72;11754;47;16277;39;1199;12
4099;57;9126;9;8196;6;12944;77;10695;86
3988;36;8581;32;9099;74;19105;90;13599;24
10401;75;5111;9;3323;18;8737;49;15816;10
